Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2017-03-16,Bangalore,23.2,36.9,0.4,7.2,NA,SSW,30,SSE,NNE,15,6,64,64,1020.3,1018.4,NA,0,36.7,28.8,Yes,Yes
2008-03-28,Chennai,26.7,33.8,1.8,1.0,11.3,ESE,38,ENE,WNW,10,5,52,82,1021.2,1013.9,6,3,27.9,32.3,Yes,No
2010-05-12,Chennai,11.7,18.5,18.5,5.4,0.0,ESE,25,NNW,NE,15,10,63,50,1018.2,1008.2,2,0,18.3,16.8,Yes,Yes
2012-08-25,Chennai,18.6,30.6,7.7,6.5,NA,WNW,37,NW,SSE,19,13,70,42,1024.9,1010.2,1,7,20.0,23.7,Yes,No
2022-01-18,Jaipur,14.5,19.8,10.4,NA,NA,E,29,N,E,8,13,85,58,1021.3,1011.4,NA,0,16.0,18.2,Yes,Yes
2022-08-28,Lucknow,13.8,23.1,14.1,12.4,7.5,N,35,SE,NNE,13,5,54,38,1017.0,1013.3,7,0,18.1,14.3,Yes,Yes
2013-11-09,Jaipur,17.9,25.7,3.9,5.5,11.2,E,39,ENE,E,6,10,100,73,1015.3,1013.2,3,2,23.7,19.3,Yes,No
2025-12-08,Chennai,12.9,19.3,4.8,11.1,5.6,WSW,36,SW,WNW,11,19,98,36,1021.1,1018.0,3,4,15.5,15.3,Yes,No
2027-06-13,Lucknow,24.0,34.6,14.5,NA,3.6,ESE,23,NE,SSW,16,12,79,69,1024.1,1014.4,NA,NA,28.3,24.2,Yes,No
2020-09-03,Jaipur,19.1,24.4,8.3,7.4,0.2,SW,39,SSW,ENE,20,5,53,43,1006.0,1018.4,0,NA,22.0,20.3,Yes,No
2028-07-09,Delhi,26.4,38.9,14.7,9.9,7.1,N,20,ENE,SSE,16,20,84,84,1006.7,1018.6,8,NA,30.1,35.5,Yes,No
2008-03-10,Chennai,11.8,23.3,9.3,11.6,11.7,NNE,46,WNW,NW,12,19,90,59,1007.3,1012.0,7,6,21.7,15.9,Yes,Yes
2017-07-18,Pune,27.7,34.7,11.5,NA,0.4,NNW,32,S,NE,9,12,95,44,1016.5,1013.1,5,4,31.1,31.6,Yes,Yes
2009-10-28,Mumbai,13.1,22.3,6.3,NA,NA,WNW,40,WNW,NNE,15,19,81,72,1008.5,1008.0,3,8,21.5,20.2,Yes,Yes
2011-11-30,Mumbai,21.6,36.2,7.4,NA,0.6,SE,23,E,NNW,8,6,67,64,1020.2,1009.3,NA,NA,34.7,33.6,Yes,Yes
2012-03-01,Delhi,24.9,31.6,10.4,NA,9.6,NW,30,NNW,WSW,10,7,80,33,1023.7,1011.1,NA,NA,26.5,31.1,Yes,No
2026-11-06,Ahmedabad,20.5,29.0,13.5,1.9,7.8,E,38,ESE,SSW,16,17,82,72,1007.2,1019.3,6,NA,22.9,24.2,Yes,Yes
2024-03-20,Kolkata,26.0,40.4,19.9,9.2,NA,W,36,ENE,SSE,9,10,87,53,1019.6,1018.7,NA,NA,36.6,30.3,Yes,No
2014-09-06,Pune,29.3,42.3,14.6,6.4,4.0,WSW,47,NW,SSW,17,6,50,80,1008.7,1010.4,NA,8,31.4,41.4,Yes,No
2029-05-28,Delhi,11.7,23.6,0.8,10.0,10.5,SSW,40,E,NE,5,13,50,40,1006.5,1008.1,NA,NA,20.7,12.3,Yes,Yes
2027-04-02,Mumbai,10.2,21.3,16.7,6.2,5.8,W,31,SSW,WNW,9,11,77,50,1019.1,1020.5,0,6,21.0,10.5,Yes,No
2011-09-18,Kolkata,14.3,23.2,12.9,NA,7.1,SSE,45,WNW,W,6,10,82,41,1007.0,1007.0,NA,6,19.6,22.3,Yes,Yes
2025-07-19,Delhi,16.8,24.7,8.5,12.1,6.3,N,21,SSE,NW,13,18,82,88,1020.2,1021.6,NA,6,22.0,17.9,Yes,Yes
2023-04-20,Delhi,22.5,34.9,3.0,14.7,1.0,NNE,37,SW,E,18,10,77,65,1010.6,1021.6,0,4,34.7,33.8,Yes,Yes
2016-01-28,Kolkata,10.5,20.2,19.3,10.4,2.7,SE,50,SE,ENE,10,17,61,58,1021.8,1017.3,4,7,14.7,18.6,Yes,Yes
2022-09-09,Delhi,13.2,23.5,14.7,0.4,4.7,S,47,ENE,SE,11,12,63,34,1015.4,1016.9,3,NA,19.9,23.2,Yes,Yes
2015-02-25,Hyderabad,28.7,35.8,17.1,2.5,11.2,ENE,28,NNW,NNE,17,5,90,51,1021.0,1016.9,3,0,29.6,31.2,Yes,Yes
2031-05-09,Kolkata,26.8,34.5,9.8,12.5,8.2,NW,21,NNW,SSW,12,14,58,81,1010.7,1024.7,5,8,28.7,27.8,Yes,No
2031-01-11,Lucknow,16.6,23.0,12.0,12.7,2.6,NE,45,ESE,N,16,13,71,78,1020.8,1006.1,NA,3,21.4,17.7,Yes,No
2034-12-13,Ahmedabad,12.9,25.0,18.0,2.9,5.2,E,45,E,NNW,8,17,75,32,1014.6,1015.5,2,8,24.3,16.8,Yes,No
2033-01-08,Pune,13.5,20.2,9.4,NA,4.0,SSW,35,NW,SE,18,5,74,71,1022.4,1006.0,0,3,18.4,17.1,Yes,Yes
2014-08-18,Kolkata,27.0,38.8,0.8,6.3,10.4,E,32,S,N,17,10,92,71,1016.2,1023.4,0,6,30.9,28.0,Yes,No
2014-10-13,Lucknow,27.7,40.6,13.4,5.8,5.2,NE,33,NE,SSE,11,6,93,56,1020.7,1022.2,4,NA,33.8,35.5,Yes,No
2030-04-21,Kolkata,24.5,33.1,12.1,1.2,1.4,WSW,26,WSW,SE,8,5,64,40,1012.5,1015.2,6,5,30.8,29.7,Yes,Yes
2034-10-27,Kolkata,15.5,25.8,16.8,3.0,5.7,ESE,32,ENE,SE,7,15,84,58,1009.2,1018.9,NA,5,18.3,20.6,Yes,No
2030-05-06,Delhi,25.3,37.0,7.3,12.8,1.2,W,34,E,NNE,11,14,60,74,1019.3,1012.2,NA,2,31.1,27.3,Yes,No
2019-12-12,Mumbai,21.7,36.1,16.2,NA,4.5,SW,37,WSW,NNW,12,18,52,34,1010.0,1023.5,7,NA,31.8,24.4,Yes,Yes
2033-04-12,Chennai,27.0,36.1,14.5,15.0,1.4,SE,20,WSW,SSE,10,7,55,51,1018.7,1008.3,3,NA,28.7,33.7,Yes,Yes
2030-09-03,Kolkata,28.2,35.9,8.5,2.5,1.1,S,32,SSW,ESE,14,5,88,37,1014.9,1009.3,NA,8,35.8,33.8,Yes,Yes
2020-10-25,Chennai,26.4,38.7,10.7,10.8,0.4,N,26,NW,NE,18,9,68,85,1007.9,1012.9,1,5,35.0,33.8,Yes,No
2031-05-31,Bangalore,24.5,30.0,5.0,11.8,0.2,N,44,ESE,ESE,13,19,83,56,1022.6,1023.9,5,NA,28.7,26.9,Yes,Yes
2026-11-05,Chennai,29.7,39.0,13.3,1.4,5.0,E,21,NE,NW,11,14,61,32,1009.0,1014.9,2,5,37.1,30.4,Yes,Yes
2020-07-17,Pune,11.6,25.0,10.0,1.4,NA,SE,40,SE,SW,16,6,64,62,1009.2,1018.4,2,NA,22.5,15.9,Yes,Yes
2025-11-27,Delhi,12.3,21.1,10.2,13.9,6.3,SW,24,WNW,SW,11,9,94,57,1011.3,1007.8,4,4,14.5,20.0,Yes,No
2021-02-02,Chennai,18.4,23.7,20.0,4.8,5.0,ESE,21,ESE,ESE,18,15,93,54,1009.0,1020.7,4,NA,18.4,22.5,Yes,No
2021-09-21,Mumbai,23.2,30.5,1.5,4.7,NA,NNW,20,ENE,NNE,12,15,91,74,1022.1,1014.6,2,4,24.6,23.5,Yes,No
2021-03-01,Kolkata,10.8,19.5,6.8,8.5,NA,W,20,E,WSW,13,10,91,74,1015.2,1022.0,8,6,14.0,15.0,Yes,No
2028-02-23,Chennai,27.4,37.4,17.6,7.3,0.0,E,24,N,SSW,14,19,64,87,1011.3,1017.2,0,4,35.2,29.4,Yes,No
2014-05-14,Jaipur,23.6,29.9,4.7,NA,2.5,NNW,44,NNW,N,6,18,79,82,1021.1,1017.0,NA,NA,25.0,28.3,Yes,No
2027-09-22,Delhi,28.6,37.4,11.6,8.4,4.3,SW,47,WNW,SE,7,20,95,59,1011.8,1020.2,6,NA,34.9,30.2,Yes,No
2010-11-06,Kolkata,27.6,34.4,10.5,1.2,4.3,WNW,24,ENE,W,13,19,93,85,1017.2,1012.3,7,5,30.5,32.5,Yes,No
2024-10-18,Chennai,26.4,34.8,6.2,14.7,10.5,SE,28,WSW,NW,9,16,82,50,1011.4,1008.8,3,6,32.2,32.2,Yes,Yes
2025-03-28,Delhi,18.0,24.6,13.8,9.5,5.9,ESE,42,SE,ENE,10,17,59,43,1023.6,1022.9,0,NA,23.5,19.0,Yes,No
2032-03-28,Chennai,16.1,30.8,16.1,NA,1.2,W,40,SSE,ESE,8,9,80,70,1023.9,1012.2,NA,3,16.1,23.7,Yes,Yes
2011-11-19,Hyderabad,25.5,40.3,10.9,NA,6.9,SSE,48,SE,E,18,6,63,50,1015.1,1022.1,1,7,40.0,37.3,Yes,No
2018-07-05,Bangalore,25.8,32.9,4.7,2.6,NA,SSE,22,E,SSW,16,17,85,55,1009.7,1006.2,4,NA,30.1,31.7,Yes,Yes
2032-06-03,Lucknow,29.5,36.3,15.9,14.4,0.9,NNE,30,ESE,NW,8,14,80,52,1012.9,1010.8,8,1,34.4,30.3,Yes,Yes
2026-02-26,Kolkata,22.9,36.6,18.0,11.9,10.2,WSW,39,ESE,SSE,20,18,59,80,1016.0,1005.3,NA,7,32.8,34.9,Yes,Yes
2015-08-05,Jaipur,14.8,23.8,8.6,6.8,3.5,WNW,32,W,WNW,15,8,62,50,1022.7,1014.0,0,3,14.9,16.6,Yes,Yes
2016-06-26,Kolkata,10.6,21.0,7.3,10.3,11.0,E,48,NE,NE,15,11,88,47,1016.3,1006.6,0,1,12.7,11.4,Yes,No
2030-09-16,Delhi,14.6,24.1,6.9,8.4,7.9,ESE,20,NE,ESE,16,15,70,34,1024.2,1011.8,5,2,16.3,20.5,Yes,Yes
2018-11-20,Ahmedabad,28.9,37.7,6.0,NA,1.2,ENE,39,SSE,WNW,9,15,82,79,1006.8,1010.4,NA,1,31.4,36.3,Yes,Yes
2017-05-17,Delhi,15.9,24.9,13.0,4.1,9.3,NNE,39,ESE,WSW,18,13,81,80,1010.1,1012.4,6,7,21.8,17.7,Yes,No
2023-10-17,Bangalore,27.1,41.0,3.5,NA,10.7,N,38,N,WSW,14,6,62,83,1010.6,1017.4,3,NA,35.8,33.8,Yes,No
2035-04-19,Hyderabad,21.1,30.9,7.7,1.2,7.4,ESE,26,NW,WNW,10,5,55,86,1012.0,1008.9,7,8,23.6,23.4,Yes,No
2035-02-12,Chennai,11.0,20.1,5.4,14.3,11.0,NNE,47,NE,WSW,8,6,54,85,1021.8,1013.3,NA,0,15.5,13.1,Yes,Yes
2021-12-06,Ahmedabad,28.9,35.6,18.2,14.6,1.0,SW,42,ENE,WNW,12,5,80,51,1021.0,1018.9,3,NA,34.7,34.0,Yes,No
2010-01-28,Ahmedabad,22.8,33.8,8.8,6.8,10.4,NW,49,NE,WSW,5,12,59,65,1019.0,1015.9,8,NA,26.5,30.4,Yes,Yes
2029-06-03,Ahmedabad,22.5,31.7,10.1,8.8,4.2,NE,27,NW,NNW,19,15,52,64,1011.4,1022.3,6,3,24.4,25.6,Yes,Yes
2027-09-21,Jaipur,10.8,25.1,3.8,13.1,1.9,NE,42,SW,SW,11,9,53,41,1009.4,1018.3,0,NA,24.4,12.8,Yes,No
2025-11-26,Hyderabad,29.7,42.9,2.5,NA,NA,E,25,W,W,12,16,76,89,1013.8,1013.3,5,NA,40.0,30.6,Yes,Yes
2027-01-31,Hyderabad,27.0,35.4,14.0,4.1,NA,SE,38,ENE,WSW,10,18,61,40,1018.7,1011.2,NA,7,33.5,32.0,Yes,No
2022-01-23,Delhi,25.4,33.0,17.5,3.8,7.6,W,46,WNW,SW,20,20,62,74,1007.8,1022.1,0,5,26.8,32.0,Yes,No
2021-09-08,Pune,13.8,20.9,3.8,7.2,6.7,NNW,44,ESE,ESE,14,19,62,67,1006.4,1006.9,3,4,14.1,17.4,Yes,Yes
2035-02-12,Mumbai,22.3,36.6,14.8,15.0,10.8,NNW,28,NW,W,15,7,53,77,1024.2,1023.0,6,2,28.9,24.9,Yes,Yes
2015-05-06,Kolkata,18.2,24.1,8.7,10.8,NA,N,44,SW,WSW,5,16,68,46,1015.6,1006.9,1,6,21.6,23.5,Yes,Yes
2018-04-29,Kolkata,15.9,26.7,15.2,13.4,9.2,NE,24,SSW,NNW,20,10,89,30,1015.2,1024.5,3,NA,17.3,26.0,Yes,No
2035-01-09,Mumbai,27.9,33.0,10.7,3.7,5.2,WSW,35,SE,WSW,15,8,92,30,1017.0,1017.1,NA,3,30.9,31.5,Yes,No
2025-09-03,Ahmedabad,27.7,36.8,17.6,4.7,3.7,ENE,32,NNE,WSW,10,7,70,76,1022.1,1024.9,NA,7,32.0,35.5,Yes,No
2015-01-12,Chennai,25.3,32.7,11.0,3.0,5.6,NW,33,SE,ESE,5,18,56,85,1016.5,1024.4,NA,6,31.2,28.8,Yes,Yes
2008-09-12,Mumbai,11.7,18.4,15.5,11.7,3.3,NNW,40,S,SE,6,19,59,88,1015.4,1009.7,8,NA,12.5,17.1,Yes,Yes
2020-09-02,Mumbai,13.3,24.5,19.6,11.7,9.9,NNE,21,SW,ENE,9,11,84,57,1017.0,1025.0,3,NA,23.9,17.5,Yes,Yes
2031-04-28,Ahmedabad,17.3,29.5,11.9,NA,7.9,ENE,44,NW,W,6,11,57,75,1012.0,1005.6,8,NA,28.6,26.5,Yes,No
2032-02-20,Lucknow,16.4,26.6,14.2,13.9,5.1,W,37,WNW,W,14,10,89,76,1024.2,1016.6,5,NA,25.4,24.3,Yes,No
2009-10-30,Chennai,20.3,31.8,18.7,NA,9.9,ENE,34,NNE,W,10,5,52,34,1006.9,1023.6,0,7,25.1,28.3,Yes,Yes
2018-09-07,Ahmedabad,19.0,32.8,11.5,5.6,4.9,NW,33,W,S,13,11,66,73,1024.1,1012.5,0,1,26.8,28.3,Yes,No
2012-08-12,Hyderabad,21.9,35.5,10.8,3.3,4.8,SSE,35,W,SSW,17,8,63,43,1021.5,1022.0,NA,2,24.0,27.3,Yes,No
2018-02-04,Jaipur,19.4,34.2,11.7,NA,NA,SSE,35,N,NE,11,17,89,42,1019.1,1023.6,2,5,30.6,33.6,Yes,No
2010-08-13,Pune,23.3,37.6,12.9,NA,0.9,ENE,36,S,WNW,18,18,53,81,1006.1,1018.1,5,7,25.0,30.0,Yes,Yes
2029-08-27,Hyderabad,21.9,31.9,3.1,6.1,4.8,SSE,25,NE,SW,8,9,96,70,1023.4,1007.2,6,6,24.8,24.8,Yes,Yes
2009-02-10,Delhi,14.6,22.3,2.6,3.9,1.9,N,22,SE,SSW,6,17,56,80,1023.9,1007.8,8,6,15.3,15.7,Yes,Yes
2012-01-15,Mumbai,23.5,33.0,13.3,6.7,1.9,WSW,28,ENE,NNW,6,5,54,80,1018.6,1024.8,1,8,30.2,24.7,Yes,Yes
2014-11-01,Delhi,23.0,36.0,14.0,13.0,9.8,SSW,50,ESE,SE,20,14,77,40,1019.9,1023.1,6,8,25.4,26.1,Yes,No
2018-09-16,Pune,12.3,17.7,12.9,10.8,NA,ENE,39,E,SSW,15,18,51,69,1024.6,1022.0,4,6,17.6,14.6,Yes,Yes
2018-10-30,Hyderabad,22.5,37.2,11.6,0.3,NA,NE,30,SSE,SSW,6,7,95,43,1024.1,1020.5,2,0,36.7,22.5,Yes,No
2021-11-17,Jaipur,13.1,25.7,19.4,9.0,11.0,W,36,NNW,N,12,13,62,43,1008.5,1015.2,8,7,17.5,21.9,Yes,No
2029-10-29,Delhi,20.0,31.4,17.0,NA,0.3,WSW,24,SSE,SSW,18,16,80,78,1018.9,1016.2,3,7,27.0,28.8,Yes,No
2029-07-13,Ahmedabad,27.9,38.7,18.0,8.7,11.7,WSW,48,SSE,WSW,14,13,83,81,1007.4,1021.4,NA,0,32.8,30.8,Yes,No
2028-01-06,Lucknow,21.7,34.8,11.7,8.5,0.6,NE,30,NW,NW,17,6,67,74,1022.0,1011.9,NA,2,34.2,25.9,Yes,No
2017-07-15,Chennai,18.5,31.3,16.1,NA,7.5,NW,24,WSW,NE,20,12,98,55,1009.9,1022.7,NA,0,22.2,30.7,Yes,No
2035-03-24,Pune,11.8,16.8,9.6,1.0,9.3,SW,36,WNW,SE,15,11,87,71,1021.0,1023.9,1,NA,14.0,12.2,Yes,No
2024-01-13,Chennai,29.2,42.8,10.6,3.3,NA,ENE,44,NNE,NNW,8,16,68,89,1010.4,1011.6,NA,NA,40.0,30.8,Yes,No
2025-01-07,Delhi,28.0,33.0,0.9,NA,NA,E,27,E,SSW,7,7,65,36,1012.5,1024.9,6,1,30.2,30.2,Yes,No
2030-04-05,Lucknow,30.0,35.6,9.1,10.9,6.4,WSW,39,NE,W,15,18,78,72,1010.3,1007.8,NA,1,34.9,34.7,Yes,Yes
2024-07-14,Lucknow,20.6,27.3,2.6,8.0,6.0,NW,20,N,E,5,12,92,34,1019.3,1006.1,7,NA,24.2,23.9,Yes,No
2029-09-06,Kolkata,28.5,42.7,4.0,13.0,1.4,E,47,SE,W,10,16,85,55,1015.0,1020.2,NA,NA,34.9,29.6,Yes,Yes
2026-06-01,Chennai,16.7,28.5,7.7,0.1,7.4,WSW,41,W,WNW,13,5,100,88,1010.5,1014.9,NA,8,20.6,20.8,Yes,No
2026-04-11,Jaipur,20.2,34.8,11.3,9.0,2.8,SSW,29,NW,NNW,12,9,89,43,1008.2,1005.0,3,3,33.3,32.3,Yes,Yes
2025-02-24,Delhi,25.7,33.5,4.9,12.4,NA,W,22,SE,SE,13,8,69,61,1015.1,1021.1,8,7,33.0,29.7,Yes,Yes
2019-04-16,Ahmedabad,28.1,40.6,10.2,1.2,NA,WNW,20,NW,SE,20,14,89,83,1013.8,1014.6,NA,NA,39.8,37.9,Yes,No
2020-01-04,Jaipur,18.7,32.0,19.3,0.0,0.6,S,28,NNE,WSW,8,7,80,34,1015.8,1016.0,NA,2,21.2,29.5,Yes,No
2032-09-19,Pune,21.0,29.9,1.6,NA,8.5,ESE,20,S,NNW,20,14,99,39,1016.2,1008.3,3,NA,24.1,27.4,Yes,No
2009-11-23,Bangalore,15.5,23.9,18.0,NA,6.6,NW,50,NNW,W,12,10,100,54,1010.5,1021.9,0,5,17.8,17.1,Yes,No
2018-03-04,Lucknow,22.2,34.3,13.9,5.6,10.9,SSE,41,W,WSW,11,16,69,41,1010.2,1019.2,5,5,22.6,34.3,Yes,Yes
2032-06-12,Pune,17.8,25.8,8.5,13.2,4.2,SSE,26,NNE,NNE,20,16,57,77,1016.8,1009.7,0,NA,19.8,18.5,Yes,No
2019-05-27,Jaipur,23.2,34.5,16.6,3.6,6.5,SSE,42,W,SE,19,9,96,72,1014.7,1007.4,NA,7,25.7,29.8,Yes,No
2016-03-07,Ahmedabad,15.2,25.7,8.5,13.8,3.8,NNE,48,NNW,SE,16,12,58,57,1008.5,1021.6,4,7,24.1,21.2,Yes,Yes
2028-10-25,Pune,18.4,33.0,19.5,6.5,0.6,NW,46,W,E,6,18,53,30,1016.2,1021.5,7,1,32.3,24.6,Yes,Yes
2031-02-06,Jaipur,29.5,41.6,12.7,NA,NA,ESE,36,SE,NE,11,18,64,50,1015.7,1012.5,4,3,40.9,39.9,Yes,No
2024-07-25,Ahmedabad,17.5,26.4,2.2,13.9,3.9,NNE,26,ENE,WSW,5,17,96,40,1012.2,1024.5,NA,NA,19.9,20.0,Yes,Yes
2025-06-27,Hyderabad,27.5,40.2,11.5,14.9,10.1,W,43,SW,N,10,8,81,82,1009.8,1021.6,0,8,36.8,30.1,Yes,Yes
2034-07-23,Delhi,26.0,36.6,16.0,10.7,NA,WNW,20,ESE,E,8,11,97,77,1025.0,1023.5,5,NA,32.2,27.9,Yes,Yes
2031-05-31,Chennai,18.8,27.7,2.4,NA,NA,E,50,S,SW,6,8,91,53,1012.6,1010.6,NA,6,24.6,24.3,Yes,Yes
2015-11-16,Chennai,27.8,34.8,19.3,1.3,10.0,SW,48,E,WNW,10,9,51,85,1006.4,1020.2,3,1,29.4,30.4,Yes,Yes
2029-06-19,Bangalore,19.0,30.2,1.7,2.7,9.2,NE,39,WSW,NNE,15,18,85,60,1013.6,1020.1,7,6,27.2,27.1,Yes,No
2028-11-13,Kolkata,11.2,25.7,5.7,4.7,11.2,ENE,35,WSW,SE,12,14,76,73,1013.5,1017.2,2,0,14.0,17.8,Yes,No
2028-07-12,Chennai,13.4,20.3,18.0,NA,4.1,S,38,SSE,SW,6,9,62,72,1024.6,1011.2,NA,5,19.6,17.3,Yes,Yes
2026-12-23,Jaipur,14.6,26.9,9.8,14.9,10.9,NW,49,NNE,NNW,10,15,93,87,1010.7,1006.0,NA,0,16.8,23.4,Yes,Yes
2017-09-02,Mumbai,14.8,21.2,11.8,NA,NA,SW,44,NW,NE,6,20,58,52,1007.5,1006.7,NA,8,18.2,16.8,Yes,No
2020-04-09,Pune,14.3,22.4,16.8,5.8,3.4,SE,45,WSW,NNW,9,19,95,37,1005.0,1016.5,NA,5,22.1,17.9,Yes,Yes
2017-09-05,Mumbai,27.8,42.1,5.8,NA,NA,NW,48,ESE,W,17,16,92,84,1005.6,1018.7,5,NA,39.8,42.1,Yes,No
2018-08-12,Kolkata,27.2,34.8,7.1,10.5,9.6,SW,20,NE,E,8,5,99,57,1010.3,1009.8,6,NA,31.1,30.1,Yes,Yes
2011-12-15,Chennai,21.8,35.1,13.6,12.0,5.6,NW,39,S,ENE,8,17,55,77,1011.1,1011.2,1,NA,35.0,23.7,Yes,Yes
2018-09-19,Hyderabad,23.6,29.4,18.9,6.1,0.3,WNW,21,SE,SE,14,15,75,36,1009.3,1018.3,0,NA,28.0,28.8,Yes,No
2034-01-26,Kolkata,14.5,21.0,3.8,0.8,1.3,W,27,N,NE,13,10,58,32,1014.2,1020.3,NA,NA,14.8,20.7,Yes,Yes
2013-05-06,Ahmedabad,18.8,32.4,18.0,14.5,NA,E,24,W,WNW,15,16,68,50,1015.1,1008.7,5,5,23.5,31.2,Yes,Yes
2030-12-14,Ahmedabad,26.4,41.0,5.3,3.2,7.6,SSE,33,E,N,19,8,53,90,1016.2,1005.2,NA,NA,37.9,35.0,Yes,No
2022-09-18,Kolkata,26.9,33.5,0.9,NA,3.1,NE,21,WNW,ESE,9,14,82,46,1017.2,1006.3,NA,NA,28.2,31.4,Yes,No
2032-05-21,Mumbai,29.2,42.8,12.5,14.6,5.0,SE,37,N,ESE,16,9,59,58,1014.6,1021.8,NA,7,33.4,36.0,Yes,No
2014-09-12,Lucknow,29.6,41.7,18.3,NA,NA,SSE,24,N,ESE,8,10,72,78,1021.8,1015.0,8,0,34.9,35.8,Yes,No
2013-10-14,Delhi,16.3,28.5,6.1,0.8,9.9,SSW,47,WSW,ESE,15,18,53,90,1021.7,1012.9,6,NA,17.6,20.5,Yes,No
2022-01-05,Jaipur,13.8,24.2,8.6,2.4,11.7,SE,36,ENE,ENE,10,6,91,69,1011.3,1013.3,0,8,23.3,23.1,Yes,No
2021-04-08,Lucknow,22.3,36.1,3.3,1.1,5.1,NNE,22,S,ENE,10,8,59,59,1020.7,1017.4,0,3,24.3,33.5,Yes,Yes
2021-11-06,Chennai,13.4,26.7,15.5,7.4,0.2,NNW,47,NW,SSW,11,19,75,81,1021.8,1018.7,1,6,15.3,26.0,Yes,Yes
2008-06-13,Hyderabad,14.6,25.1,8.8,NA,3.2,SW,38,SE,WNW,11,17,91,82,1007.1,1019.9,NA,NA,16.2,20.4,Yes,No
2027-08-03,Pune,28.4,43.0,18.7,NA,6.5,SSW,43,ENE,ENE,16,20,79,33,1017.5,1021.0,3,6,32.2,29.3,Yes,Yes
2031-11-10,Bangalore,12.1,21.9,2.3,7.2,9.5,NNW,38,NE,NE,19,19,72,66,1013.4,1021.7,NA,5,13.6,21.9,Yes,No
2032-04-27,Ahmedabad,22.5,31.4,10.3,1.4,0.1,NE,44,N,NE,12,16,75,40,1010.1,1017.6,2,NA,25.9,23.2,Yes,No
2017-03-09,Lucknow,25.5,35.0,13.6,12.5,7.7,W,49,S,NNE,16,5,59,30,1017.7,1021.3,NA,1,33.7,27.9,Yes,Yes
2014-04-02,Kolkata,12.8,19.7,14.0,9.1,11.0,SE,42,ENE,SE,17,6,50,44,1013.9,1014.5,NA,0,17.1,19.6,Yes,Yes
2022-01-16,Hyderabad,15.1,27.1,11.2,12.3,7.2,NE,49,NE,ESE,18,19,51,84,1006.0,1017.3,6,4,18.8,17.8,Yes,Yes
2014-11-24,Chennai,12.6,27.0,18.1,10.9,11.1,W,41,SSW,W,8,18,90,68,1024.1,1018.9,NA,3,15.0,22.2,Yes,Yes
2032-03-16,Ahmedabad,18.6,26.8,10.1,10.4,7.5,N,47,NE,NW,14,5,54,37,1021.3,1017.4,3,NA,25.5,21.6,Yes,Yes
2022-06-08,Lucknow,14.9,21.2,16.0,NA,2.3,NW,24,S,WSW,17,17,59,42,1005.2,1024.4,3,NA,21.2,14.9,Yes,No
2035-01-25,Delhi,25.3,33.7,3.9,6.4,4.3,SE,36,WSW,N,19,13,65,46,1022.9,1006.7,0,3,31.4,26.5,Yes,No
2008-07-24,Pune,26.4,38.7,10.9,9.2,NA,S,41,WNW,W,6,14,56,30,1024.4,1007.8,7,NA,33.4,30.8,Yes,No
2023-07-02,Chennai,17.5,26.1,9.9,7.2,7.2,SE,28,E,ESE,18,7,57,82,1006.3,1005.8,2,1,18.2,22.5,Yes,No
2022-04-07,Pune,14.3,23.8,3.8,10.3,9.4,SSW,28,N,ESE,16,9,62,52,1015.0,1024.7,NA,4,20.6,16.3,Yes,No
2015-04-09,Chennai,25.7,37.4,17.6,NA,1.0,NW,42,SW,NNE,14,13,61,58,1020.1,1012.4,3,3,35.8,30.3,Yes,Yes
2032-12-11,Chennai,20.2,30.0,5.9,14.1,8.5,N,49,WSW,SE,13,15,59,38,1022.8,1018.3,NA,NA,20.7,25.9,Yes,Yes
2014-11-14,Ahmedabad,10.1,16.1,11.3,NA,11.5,NW,31,SSE,SSE,18,16,59,70,1011.1,1017.2,4,0,12.3,10.7,Yes,No
2021-03-04,Pune,28.9,40.5,2.8,6.3,1.2,S,26,NE,S,6,14,72,43,1014.9,1018.5,5,2,32.8,38.3,Yes,No
2012-09-08,Jaipur,29.6,43.5,16.1,11.8,1.3,NNW,38,SW,SE,5,11,78,48,1021.9,1008.0,3,2,37.2,40.1,Yes,No
2018-06-17,Pune,10.2,19.4,16.4,NA,8.7,WNW,40,S,E,17,7,90,63,1012.7,1021.3,5,8,12.0,17.5,Yes,Yes
2025-06-16,Ahmedabad,13.7,23.9,0.2,NA,7.5,SSW,38,ENE,S,17,8,80,50,1024.5,1017.6,5,6,20.6,14.9,Yes,No
2017-09-10,Bangalore,12.2,26.2,14.9,10.6,1.6,SSE,44,SSE,N,5,17,83,46,1022.5,1019.0,6,0,13.5,17.5,Yes,No
2035-05-16,Mumbai,21.3,27.4,2.5,0.5,9.2,NNW,43,NW,NNW,14,6,95,61,1009.3,1009.4,3,NA,22.7,24.5,Yes,Yes
2028-05-13,Kolkata,17.8,27.9,11.3,5.6,1.7,WSW,49,WSW,SW,19,10,60,67,1006.3,1006.2,7,8,26.1,26.8,Yes,Yes
2010-11-01,Jaipur,21.2,36.0,15.4,9.0,4.6,SSE,23,ENE,SE,11,13,59,71,1016.2,1011.4,1,NA,35.3,24.9,Yes,Yes
