Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Date_month
5,29.1,37.3,1.5,7.3,1.5,6,31.0,10,13,20,6.0,94,61,1016.6,1005.4,7.0,1.0,34.5,31.4,True,True,1
2,18.5,23.9,1.5,11.2,8.1,6,39.0,4,15,8,6.0,56,78,1017.6,1015.8,4.0,5.0,19.4,20.4,True,True,3
2,20.5,27.1,1.5,4.9,10.0,10,31.0,13,7,19,11.0,51,69,1020.6,1023.3,2.0,8.0,21.1,26.1,True,True,4
9,10.3,19.1,1.5,2.9,4.2,12,39.0,5,9,19,15.0,85,87,1012.3,1015.6,6.0,7.0,13.8,16.2,True,True,11
1,18.4,32.6,1.5,13.0,0.3,13,40.0,7,2,5,20.0,95,49,1015.0,1020.0,3.0,4.0,22.1,28.5,True,True,7
10,22.6,34.8,1.5,14.2,4.6,13,38.0,3,6,18,9.0,81,37,1012.7,1009.5,3.0,7.0,29.4,24.4,True,True,1
8,21.9,27.4,1.5,8.9,0.1,5,20.0,13,3,18,17.0,59,90,1008.6,1012.6,4.0,2.0,27.0,24.6,True,True,10
3,16.3,27.9,1.5,2.4,8.8,14,47.0,4,8,10,12.0,74,33,1023.4,1024.2,0.0,7.0,26.2,26.6,True,True,5
2,25.4,33.0,1.5,14.1,7.3,2,28.0,3,15,9,18.0,75,60,1008.2,1024.2,1.0,1.0,27.8,30.4,True,True,9
6,23.5,36.9,0.4,4.5,3.5,0,48.0,10,13,9,6.0,57,47,1005.7,1022.6,6.0,7.0,27.0,23.7,True,True,5
6,15.3,26.4,1.5,2.0,2.8,14,48.0,14,11,8,5.0,64,39,1009.8,1019.4,2.0,7.0,26.1,19.9,True,True,3
9,24.5,36.2,1.5,11.1,3.1,9,40.0,5,9,18,9.0,68,47,1007.1,1010.9,0.0,6.0,31.8,29.9,True,True,4
5,14.8,26.2,1.5,1.6,9.0,13,44.0,9,3,16,8.0,57,39,1017.4,1005.6,7.0,2.0,19.5,23.0,True,True,10
3,15.0,24.2,1.5,6.5,2.9,15,27.0,14,6,17,7.0,63,62,1007.9,1014.0,4.0,1.0,19.8,16.5,True,True,2
4,28.2,42.4,1.5,13.6,1.4,10,33.0,8,15,14,6.0,56,79,1020.5,1006.6,3.0,8.0,29.2,40.45,True,True,5
5,11.0,24.6,1.5,6.6,2.2,3,42.0,4,6,11,8.0,72,30,1020.7,1014.3,6.0,6.0,19.6,23.5,True,True,11
7,19.6,32.2,1.5,6.2,10.6,6,31.0,15,4,20,19.0,84,62,1006.1,1009.9,4.0,7.0,27.9,25.1,True,True,11
1,16.2,27.4,1.5,0.6,2.8,2,45.0,15,2,12,12.0,96,60,1011.7,1008.6,4.0,1.0,25.6,23.7,True,True,5
10,11.2,24.0,1.5,11.5,3.5,8,20.0,13,3,12,7.0,60,68,1020.6,1024.7,0.0,6.0,13.5,23.6,True,True,11
10,16.3,28.3,0.4,0.3,0.2,5,41.0,6,6,14,12.0,87,43,1022.5,1006.9,6.0,7.0,20.0,25.9,True,True,6
9,22.3,33.8,1.5,13.0,11.6,0,39.0,1,0,6,6.0,86,54,1023.7,1018.2,7.0,8.0,25.5,29.3,True,True,1
8,17.6,27.1,1.5,2.3,7.5,2,45.0,11,15,17,10.0,77,84,1010.9,1013.8,5.0,3.0,26.4,25.0,True,True,12
2,11.7,18.4,1.5,11.7,3.3,0,40.0,10,10,6,19.0,59,88,1015.4,1009.7,8.0,4.0,12.5,17.1,True,True,9
7,23.8,37.7,1.5,2.7,10.0,0,47.0,2,0,7,15.0,72,89,1024.2,1024.9,6.0,1.0,27.5,34.4,True,True,11
5,19.7,33.2,1.5,9.2,6.3,7,48.0,13,8,12,12.0,77,70,1009.5,1019.5,2.0,1.0,26.3,32.7,True,True,12
8,29.1,38.5,1.5,12.7,2.0,0,46.0,13,2,7,7.0,69,62,1021.5,1013.0,2.0,5.0,33.0,31.7,True,True,11
4,15.0,24.5,1.5,9.1,0.1,11,37.0,5,11,8,5.0,92,44,1005.3,1014.5,3.0,8.0,23.1,21.5,True,True,10
9,24.3,35.2,1.5,14.6,8.6,3,41.0,8,0,19,15.0,63,55,1016.3,1014.7,8.0,7.0,28.6,29.6,True,True,8
3,29.7,43.5,1.1,13.7,11.4,0,26.0,7,1,16,9.0,52,72,1016.3,1007.9,4.0,5.0,30.5,32.9,True,True,6
7,12.7,18.3,1.5,3.4,10.8,13,48.0,3,12,11,16.0,64,33,1010.1,1006.6,6.0,8.0,16.1,16.5,True,True,3
9,14.2,25.7,1.5,2.4,3.4,3,44.0,6,4,16,19.0,71,72,1005.8,1023.1,0.0,2.0,22.8,22.5,True,True,8
4,21.7,30.5,1.5,4.5,3.7,1,26.0,4,13,19,7.0,98,87,1005.1,1023.9,7.0,4.0,22.7,27.6,True,True,7
4,19.9,28.9,1.5,8.2,11.7,14,37.0,12,6,15,10.0,88,35,1014.7,1014.4,6.0,7.0,20.9,21.2,True,True,9
2,13.8,26.2,1.5,4.3,1.2,15,43.0,0,8,13,13.0,52,85,1007.8,1024.4,3.0,7.0,18.4,24.2,True,True,3
4,25.0,31.2,1.5,6.3,5.9,7,50.0,0,2,5,11.0,67,57,1015.1,1015.6,3.0,5.0,29.0,28.4,True,True,3
1,21.3,32.5,1.5,13.9,11.7,9,36.0,1,0,13,7.0,93,64,1006.2,1021.8,7.0,6.0,26.9,30.4,True,True,6
3,11.5,25.5,1.5,2.1,2.9,5,33.0,12,7,12,11.0,66,40,1007.2,1016.4,5.0,4.0,21.3,22.6,True,True,11
2,24.7,31.7,0.3,8.5,9.1,8,26.0,3,5,8,20.0,91,78,1016.8,1013.9,6.0,0.0,26.6,29.4,True,True,6
2,23.2,37.9,0.5,1.0,6.3,8,36.0,12,9,17,13.0,64,78,1017.2,1019.7,7.0,1.0,28.6,37.7,True,True,9
8,27.8,40.0,1.5,0.8,10.0,9,33.0,7,9,19,19.0,72,41,1019.8,1011.7,2.0,0.0,35.3,36.9,True,True,6
5,15.8,28.5,1.5,1.2,9.9,15,20.0,0,1,18,12.0,77,86,1023.8,1024.7,8.0,2.0,27.1,22.9,True,True,2
2,17.4,28.8,1.5,7.0,5.8,1,30.0,0,12,15,7.0,83,30,1020.3,1018.5,0.0,6.0,24.5,24.9,True,True,9
8,25.2,36.2,1.5,6.6,3.0,6,29.0,15,12,16,7.0,90,39,1020.1,1005.7,2.0,5.0,25.3,28.6,True,True,12
2,27.8,38.9,1.5,10.3,6.4,3,47.0,2,9,13,18.0,87,45,1024.3,1021.6,3.0,1.0,32.6,38.3,True,True,8
10,18.3,23.3,1.5,8.2,7.6,3,22.0,13,9,6,6.0,69,67,1007.9,1022.7,6.0,8.0,19.6,20.3,True,True,10
10,11.3,20.3,1.5,10.4,6.7,6,31.0,15,9,17,14.0,68,37,1016.4,1024.1,3.0,5.0,19.1,13.1,True,True,10
4,16.8,29.1,1.5,1.7,7.8,13,48.0,8,14,7,15.0,61,60,1023.0,1011.3,3.0,0.0,25.6,26.4,True,True,1
2,16.6,23.2,0.2,13.6,0.5,12,49.0,13,8,14,16.0,91,69,1008.3,1021.8,1.0,7.0,21.4,17.7,True,True,5
5,30.0,38.1,1.5,9.5,7.0,0,28.0,4,0,7,14.0,78,84,1024.5,1014.7,1.0,3.0,30.6,34.1,True,True,7
3,17.7,24.6,1.5,6.5,11.0,1,48.0,3,12,12,10.0,86,62,1011.3,1012.7,7.0,8.0,24.0,21.5,True,True,3
8,23.1,31.0,1.5,3.6,6.8,7,27.0,0,10,19,6.0,63,56,1024.9,1016.0,2.0,2.0,30.4,28.0,True,True,6
9,29.9,38.0,1.5,9.9,4.9,10,32.0,5,11,7,16.0,85,61,1022.9,1022.7,4.0,1.0,34.8,32.8,True,True,4
4,19.9,33.9,0.5,4.9,5.5,2,33.0,9,3,13,6.0,62,89,1022.3,1017.8,5.0,5.0,21.3,30.6,True,True,3
10,27.7,34.5,0.6,8.7,1.8,12,40.0,2,5,12,5.0,83,75,1017.7,1021.9,7.0,4.0,31.9,31.8,True,True,9
8,14.9,24.0,1.5,14.2,5.6,5,38.0,0,5,13,15.0,80,88,1024.7,1010.5,5.0,4.0,20.7,22.0,True,True,7
4,20.6,29.6,1.5,14.4,1.7,0,28.0,14,7,9,17.0,97,47,1016.6,1016.4,1.0,5.0,21.3,25.6,True,True,11
10,18.2,23.8,1.5,5.7,2.9,3,29.0,12,14,15,13.0,75,77,1013.4,1023.6,0.0,2.0,18.9,21.3,True,True,4
1,16.5,23.5,1.5,12.0,2.6,8,27.0,11,5,16,8.0,100,30,1023.1,1020.2,5.0,7.0,17.5,22.5,True,True,3
2,15.9,28.2,1.5,2.1,0.5,1,32.0,4,12,9,14.0,71,87,1008.2,1005.4,1.0,7.0,19.4,20.7,True,True,10
7,26.4,38.4,1.5,12.5,7.6,7,41.0,8,14,15,15.0,94,89,1024.6,1024.1,7.0,7.0,27.3,26.9,True,True,3
2,20.9,30.4,1.5,14.6,10.8,12,35.0,3,15,19,16.0,66,53,1005.1,1023.4,5.0,5.0,30.1,22.1,True,True,1
6,22.3,32.2,1.5,10.3,9.6,10,50.0,1,9,10,11.0,64,81,1012.8,1013.8,7.0,7.0,23.7,27.0,True,True,10
10,16.5,23.9,1.5,10.3,1.8,13,40.0,13,6,7,6.0,67,66,1010.3,1012.2,2.0,6.0,20.2,16.7,True,True,5
8,26.7,34.9,1.5,13.8,6.4,1,20.0,4,13,16,13.0,92,34,1020.4,1010.5,3.0,4.0,34.8,30.6,True,True,12
3,16.5,28.4,1.5,14.4,6.5,4,44.0,12,6,6,19.0,83,65,1006.0,1006.2,8.0,0.0,22.2,20.4,True,True,1
7,16.8,24.4,1.5,0.8,5.2,0,20.0,9,14,5,5.0,68,86,1021.8,1019.3,3.0,0.0,21.7,21.4,True,True,8
9,20.4,31.2,1.5,9.5,10.0,10,45.0,5,9,9,15.0,99,78,1023.9,1010.4,7.0,1.0,30.0,28.8,True,True,12
5,27.5,40.1,1.5,12.8,6.0,12,29.0,13,4,9,16.0,76,90,1015.9,1011.1,5.0,5.0,35.3,28.7,True,True,11
8,14.6,27.6,1.5,9.7,11.1,8,22.0,8,10,6,17.0,52,57,1018.9,1006.6,6.0,3.0,25.1,24.0,True,True,6
2,16.1,29.7,1.5,2.7,9.3,4,47.0,3,0,11,7.0,57,88,1019.2,1008.4,2.0,1.0,29.1,20.3,True,True,10
1,13.2,20.0,1.5,7.8,4.6,0,41.0,2,8,13,13.0,77,82,1015.8,1018.0,1.0,4.0,16.0,16.2,True,True,11
5,24.6,38.2,1.5,7.6,7.5,1,40.0,10,11,14,9.0,57,88,1022.1,1009.1,8.0,7.0,27.7,25.5,True,True,3
6,24.6,35.4,1.5,4.8,3.5,0,33.0,1,14,14,12.0,52,63,1008.7,1024.6,7.0,4.0,30.4,26.2,True,True,1
10,21.4,33.7,0.4,13.4,2.7,5,35.0,6,0,17,12.0,72,32,1007.5,1006.7,5.0,3.0,33.4,33.0,True,True,4
6,20.4,33.4,1.0,4.9,0.2,12,30.0,13,8,6,10.0,51,42,1021.6,1014.5,2.0,6.0,27.1,24.3,True,True,6
4,18.6,24.5,1.5,3.8,11.8,1,41.0,4,5,20,13.0,90,74,1015.9,1007.5,0.0,4.0,21.2,22.7,True,True,1
1,17.9,24.0,1.5,0.1,11.7,2,29.0,12,10,7,5.0,72,33,1016.5,1015.5,5.0,4.0,18.7,23.0,True,True,10
3,10.6,18.3,1.5,14.6,1.7,2,43.0,14,15,8,12.0,65,37,1011.0,1021.5,0.0,5.0,13.1,18.1,True,True,9
6,16.3,23.7,1.5,3.7,3.5,7,47.0,12,1,20,20.0,87,83,1008.1,1008.9,7.0,2.0,19.8,19.3,True,True,12
4,25.3,32.7,1.5,3.0,5.6,1,33.0,13,15,5,18.0,56,85,1016.5,1024.4,3.0,6.0,31.2,28.8,True,True,1
4,16.0,25.8,1.5,13.8,10.4,4,32.0,2,8,15,8.0,88,42,1022.7,1018.4,6.0,1.0,22.0,23.4,True,True,10
3,28.1,38.1,1.5,11.8,7.2,3,41.0,0,15,20,19.0,73,84,1008.0,1018.5,6.0,3.0,31.9,33.3,True,True,5
3,23.7,30.4,1.5,6.0,10.2,6,29.0,12,12,13,12.0,84,85,1023.4,1024.3,2.0,2.0,27.5,24.0,True,True,5
5,17.4,24.5,1.5,6.9,2.7,12,27.0,4,9,10,15.0,67,32,1006.2,1012.1,8.0,8.0,23.3,19.1,True,True,6
10,15.0,24.2,0.1,10.6,7.2,6,20.0,6,9,8,13.0,67,36,1017.7,1022.9,4.0,2.0,17.1,23.2,True,True,2
2,20.7,32.3,1.5,12.5,11.2,8,31.0,15,4,6,16.0,86,50,1023.3,1009.9,6.0,4.0,24.9,26.7,True,True,7
2,20.9,29.5,1.5,2.9,4.4,4,28.0,1,4,20,18.0,75,68,1014.3,1023.4,5.0,4.0,24.8,27.1,True,True,5
8,10.5,24.4,1.5,11.6,7.6,5,39.0,9,2,9,19.0,52,65,1006.7,1019.5,6.0,6.0,17.8,16.1,True,True,12
1,21.2,27.3,1.5,14.4,5.7,6,26.0,6,9,17,15.0,50,56,1015.2,1014.2,3.0,6.0,25.9,23.9,True,True,3
2,15.6,28.7,1.5,3.6,11.0,15,47.0,4,12,7,9.0,75,49,1020.1,1015.5,3.0,4.0,18.8,24.1,True,True,4
6,14.0,24.1,1.5,10.5,10.4,9,45.0,11,12,8,6.0,100,83,1021.4,1015.3,7.0,6.0,15.1,23.9,True,True,10
9,18.1,30.4,0.4,6.6,0.2,3,44.0,6,8,17,20.0,76,74,1013.4,1007.3,2.0,4.0,18.3,23.9,True,True,2
9,26.7,34.3,1.5,9.0,9.8,5,33.0,4,10,5,20.0,90,43,1022.5,1022.8,0.0,3.0,27.9,32.6,True,True,2
2,10.2,25.0,1.5,2.8,4.0,4,24.0,15,10,18,11.0,72,51,1017.8,1014.7,6.0,5.0,18.2,24.5,True,True,4
2,29.2,36.0,1.5,12.7,7.2,0,23.0,8,15,8,16.0,52,48,1019.2,1022.6,6.0,4.0,31.0,33.4,True,True,4
9,14.0,23.2,1.5,0.7,7.9,10,36.0,13,8,10,9.0,50,58,1017.2,1015.1,5.0,6.0,19.5,14.2,True,True,6
10,24.3,29.4,1.5,13.3,9.3,5,20.0,11,1,12,19.0,63,43,1013.4,1021.1,0.0,0.0,26.7,27.3,True,True,7
4,29.3,43.5,0.2,14.3,9.1,0,35.0,2,13,7,14.0,55,47,1018.9,1022.7,2.0,2.0,35.3,37.6,True,True,5
2,12.0,20.1,1.5,12.5,5.8,8,45.0,13,3,5,14.0,90,43,1020.2,1024.0,0.0,5.0,19.4,17.9,True,True,9
5,22.5,35.4,1.5,5.1,1.5,0,47.0,14,0,17,18.0,70,71,1020.1,1010.0,6.0,6.0,30.1,24.8,True,True,3
5,16.7,28.1,1.5,12.6,9.4,14,40.0,1,14,14,15.0,100,75,1007.3,1021.6,3.0,3.0,21.5,25.8,True,True,4
8,11.4,21.2,1.5,9.0,3.7,1,44.0,14,9,11,20.0,56,64,1007.8,1015.2,4.0,0.0,18.0,18.9,True,True,12
2,10.1,20.6,1.5,10.5,11.3,8,48.0,14,9,16,18.0,93,36,1020.8,1018.4,6.0,7.0,13.6,19.6,True,True,1
6,13.3,24.4,1.5,10.4,3.2,11,31.0,11,15,11,18.0,88,75,1021.0,1007.0,6.0,2.0,22.1,17.0,True,True,3
5,24.2,37.0,1.5,10.5,11.9,5,24.0,7,10,19,20.0,63,32,1012.3,1005.4,1.0,2.0,32.6,31.5,True,True,6
1,27.4,35.2,1.5,14.6,6.7,0,22.0,6,7,14,15.0,87,88,1021.2,1018.6,2.0,3.0,30.6,34.0,True,True,6
1,16.7,27.7,1.5,4.9,8.2,5,33.0,12,4,15,12.0,88,52,1022.1,1014.1,5.0,4.0,25.6,26.7,True,True,7
7,13.8,22.9,1.5,10.7,9.1,4,47.0,0,12,10,9.0,100,73,1023.9,1020.0,8.0,0.0,20.8,20.0,True,True,12
4,17.4,23.8,1.5,9.5,1.3,9,22.0,4,7,9,7.0,67,52,1022.8,1006.4,8.0,8.0,18.9,20.8,True,True,9
8,18.3,27.9,1.5,13.7,0.9,9,25.0,6,15,8,6.0,58,53,1008.0,1023.9,6.0,5.0,25.1,23.7,True,True,6
3,23.3,38.1,1.5,7.0,1.4,2,38.0,9,8,15,19.0,87,69,1023.7,1023.6,4.0,2.0,33.7,35.0,True,True,8
3,27.7,37.2,1.5,12.8,9.3,6,46.0,11,15,10,19.0,57,64,1007.5,1024.8,8.0,8.0,32.2,36.1,True,True,12
4,11.5,25.5,1.5,9.3,6.0,7,40.0,12,5,6,7.0,72,83,1010.6,1018.2,0.0,7.0,12.2,19.2,True,True,5
6,20.5,32.2,1.5,14.6,5.4,13,27.0,13,6,16,19.0,66,84,1009.9,1023.7,4.0,1.0,23.4,27.1,True,True,2
7,23.4,38.2,1.5,4.4,9.3,11,30.0,1,3,8,16.0,51,50,1011.0,1021.1,7.0,4.0,35.1,35.8,True,True,10
1,29.8,39.3,1.5,10.5,2.9,1,22.0,10,8,11,9.0,76,76,1020.6,1024.9,0.0,3.0,33.4,33.3,True,True,11
10,22.7,32.0,1.5,14.6,11.0,11,22.0,0,9,19,20.0,68,74,1020.4,1011.2,1.0,2.0,31.3,27.6,True,True,4
4,18.8,27.7,1.5,1.3,11.7,15,50.0,10,9,6,8.0,91,53,1012.6,1010.6,6.0,6.0,24.6,24.3,True,True,5
5,28.4,42.9,1.5,10.5,2.0,4,38.0,2,3,17,6.0,82,40,1023.5,1011.8,0.0,0.0,35.3,36.0,True,True,12
8,19.2,27.3,1.5,9.1,5.0,0,20.0,1,6,10,16.0,82,48,1023.2,1019.8,5.0,8.0,22.3,23.8,True,True,6
3,15.8,28.8,1.5,13.8,9.1,3,26.0,10,0,20,15.0,83,50,1005.2,1017.6,6.0,5.0,27.0,20.0,True,True,3
9,10.8,16.5,1.5,5.1,1.6,5,37.0,13,7,13,10.0,89,87,1022.0,1022.7,4.0,7.0,11.9,14.4,True,True,2
5,12.4,27.0,1.5,5.4,2.1,8,35.0,1,4,14,9.0,86,63,1019.8,1013.8,0.0,8.0,20.9,17.1,True,True,2
6,21.6,29.8,1.5,13.0,0.4,2,49.0,0,15,5,5.0,100,35,1020.7,1010.3,4.0,2.0,24.2,29.8,True,True,9
5,15.5,24.2,1.5,5.0,10.6,12,26.0,0,11,10,10.0,59,88,1016.3,1009.0,8.0,0.0,22.9,19.7,True,True,1
3,27.4,39.3,1.5,7.3,10.7,11,28.0,3,14,20,7.0,84,58,1009.9,1021.3,7.0,6.0,33.1,38.5,True,True,12
8,17.3,32.2,1.5,2.2,8.6,14,41.0,3,13,14,15.0,60,73,1017.1,1018.1,7.0,7.0,19.8,31.5,True,True,12
10,27.0,36.2,1.5,7.6,5.1,15,50.0,11,11,16,17.0,78,33,1005.5,1024.5,5.0,3.0,35.3,30.8,True,True,9
10,18.2,31.6,1.5,3.4,0.4,11,49.0,14,14,11,13.0,89,47,1005.6,1013.8,2.0,2.0,21.0,24.0,True,True,2
3,20.5,30.8,1.5,2.6,1.6,3,23.0,14,12,13,18.0,75,81,1012.9,1009.3,4.0,4.0,29.4,21.5,True,True,2
3,17.0,29.2,1.5,5.4,6.7,13,26.0,7,1,14,11.0,93,45,1010.3,1018.1,8.0,8.0,29.2,23.4,True,True,4
4,13.4,19.6,0.6,8.3,4.1,0,43.0,15,15,7,8.0,95,64,1021.3,1018.0,3.0,1.0,16.0,17.1,True,True,10
1,14.1,25.4,1.5,11.7,6.0,5,38.0,7,6,18,11.0,82,65,1005.9,1012.0,8.0,4.0,16.3,18.6,True,True,3
3,11.7,20.2,1.5,5.8,8.5,2,24.0,12,2,6,6.0,80,36,1022.8,1005.8,1.0,0.0,15.3,14.0,True,True,1
1,19.8,27.5,1.5,4.8,2.4,4,43.0,3,11,10,10.0,94,33,1008.7,1012.7,7.0,1.0,22.5,21.1,True,True,12
7,12.7,23.0,1.5,10.9,2.4,10,41.0,6,7,9,19.0,56,83,1022.0,1006.0,6.0,6.0,15.6,15.2,True,True,8
4,18.7,29.4,1.5,9.2,8.4,4,45.0,7,8,8,5.0,51,49,1014.1,1015.2,6.0,6.0,26.3,19.9,True,True,11
9,18.4,25.9,1.4,3.2,10.4,9,49.0,9,9,9,20.0,72,82,1006.2,1005.1,4.0,8.0,21.4,21.0,True,True,6
10,13.9,24.8,1.5,11.7,8.5,10,21.0,3,2,5,8.0,68,56,1006.1,1018.8,3.0,3.0,18.8,16.8,True,True,7
4,20.2,27.6,1.5,9.5,1.6,4,38.0,7,11,10,15.0,77,53,1014.4,1013.8,7.0,3.0,24.9,21.0,True,True,9
7,13.7,22.1,1.5,0.8,5.0,8,24.0,8,4,17,20.0,67,68,1016.3,1014.6,3.0,0.0,14.6,13.7,True,True,11
8,17.4,24.1,1.5,6.1,9.9,1,22.0,7,14,14,19.0,67,66,1008.6,1023.3,7.0,0.0,23.3,23.6,True,True,11
9,22.5,34.3,1.5,4.0,0.4,14,33.0,4,4,14,11.0,73,88,1012.5,1008.9,0.0,3.0,25.9,25.4,True,True,5
10,26.3,33.9,1.5,5.8,1.4,5,46.0,0,12,19,12.0,71,61,1022.6,1016.6,2.0,2.0,31.0,28.8,True,True,12
1,18.1,30.7,1.5,10.3,4.5,6,44.0,1,13,8,14.0,56,74,1024.0,1016.4,3.0,1.0,29.7,18.1,True,True,10
6,13.2,19.7,1.5,5.5,1.7,0,42.0,11,15,14,12.0,96,82,1005.6,1007.3,1.0,3.0,17.1,15.7,True,True,4
7,24.0,34.0,1.5,3.1,0.1,15,33.0,14,3,18,12.0,100,33,1014.7,1023.9,2.0,5.0,33.9,31.8,True,True,7
9,18.2,24.8,1.5,0.7,6.1,15,28.0,14,13,13,15.0,66,82,1024.3,1008.0,1.0,1.0,24.0,21.2,True,True,4
10,18.0,24.5,1.5,13.2,6.7,4,50.0,1,4,11,14.0,58,77,1012.3,1022.4,4.0,8.0,19.7,22.8,True,True,2
2,27.3,34.9,1.5,3.4,7.6,15,32.0,7,9,12,19.0,88,47,1009.0,1009.7,8.0,2.0,33.6,33.5,True,True,5
7,28.1,35.6,1.5,12.5,3.8,2,40.0,9,12,14,9.0,88,88,1009.9,1006.0,4.0,4.0,29.8,32.9,True,True,4
6,18.5,27.8,1.5,2.9,6.9,4,32.0,5,6,19,11.0,77,71,1012.8,1006.7,5.0,2.0,24.4,19.3,True,True,10
8,14.9,24.0,1.5,14.2,5.6,5,38.0,0,5,13,15.0,80,88,1024.7,1010.5,5.0,0.0,20.7,22.0,True,True,7
9,14.6,26.9,1.5,14.6,10.9,1,49.0,3,1,10,15.0,93,87,1010.7,1006.0,5.0,0.0,16.8,23.4,True,True,12
2,10.9,22.3,1.5,7.0,5.6,11,27.0,14,10,6,16.0,82,53,1019.7,1014.8,7.0,4.0,13.0,12.0,True,True,4
6,15.1,27.1,1.5,12.3,7.2,11,49.0,9,15,18,19.0,51,84,1006.0,1017.3,6.0,4.0,18.8,17.8,True,True,1
4,19.8,28.4,1.5,8.1,2.7,11,42.0,11,4,17,20.0,66,75,1021.1,1011.1,5.0,2.0,28.4,21.1,True,True,8
4,21.6,34.9,1.5,13.1,6.4,7,43.0,11,12,18,9.0,86,31,1013.6,1009.5,0.0,3.0,32.6,23.9,True,True,1
6,29.0,42.3,1.5,11.1,6.4,3,45.0,10,10,9,13.0,69,70,1023.0,1018.0,3.0,7.0,35.3,36.6,True,True,1
3,10.4,16.7,1.5,6.9,10.5,7,50.0,11,6,19,10.0,69,56,1017.1,1019.5,5.0,8.0,11.0,11.3,True,True,4
5,27.1,34.1,1.5,1.4,7.9,15,46.0,5,15,14,7.0,78,44,1021.8,1005.8,2.0,4.0,28.8,29.2,True,True,6
3,13.8,28.0,1.5,7.6,5.6,6,37.0,6,4,12,14.0,82,85,1005.0,1020.6,3.0,5.0,15.1,25.4,True,True,1
3,28.9,38.1,1.5,9.8,2.2,3,50.0,13,3,20,14.0,88,59,1009.3,1021.6,8.0,2.0,34.4,30.6,True,True,6
8,23.0,28.6,1.5,3.8,4.8,14,35.0,7,4,15,11.0,81,37,1011.4,1007.6,5.0,0.0,24.5,23.4,True,True,8
10,13.0,20.5,1.5,4.2,6.1,1,37.0,2,8,9,9.0,89,85,1015.5,1015.9,4.0,0.0,15.9,13.5,True,True,2
3,14.4,23.5,1.5,10.9,2.7,13,49.0,10,3,10,20.0,80,85,1006.8,1012.5,5.0,4.0,17.0,23.4,True,True,10
1,26.8,35.1,1.5,6.0,10.5,4,25.0,10,4,11,7.0,70,75,1015.1,1020.7,4.0,6.0,28.4,28.3,True,True,2
2,13.0,23.2,1.5,6.1,6.4,6,48.0,12,2,14,9.0,75,65,1009.3,1018.1,1.0,3.0,21.4,16.3,True,True,8
2,10.4,21.2,1.5,7.9,1.9,2,40.0,10,14,16,13.0,89,84,1017.3,1005.4,4.0,7.0,11.6,12.5,True,True,7
7,20.9,35.0,1.5,6.4,8.1,9,28.0,12,0,15,5.0,75,87,1022.6,1020.5,5.0,0.0,28.5,26.1,True,True,2
9,23.9,37.8,1.5,14.2,1.9,2,25.0,12,7,18,5.0,81,43,1017.8,1005.6,5.0,5.0,35.3,34.3,True,True,11
7,21.5,34.6,1.5,1.8,6.4,10,50.0,15,13,11,13.0,76,61,1008.6,1008.6,7.0,0.0,27.1,24.4,True,True,4
3,16.9,30.8,1.5,2.3,8.8,7,25.0,10,12,20,13.0,80,34,1018.5,1019.9,8.0,4.0,18.2,24.8,True,True,9
7,21.0,33.5,1.5,9.0,6.5,13,24.0,9,12,13,11.0,78,55,1018.0,1016.6,1.0,1.0,24.8,21.1,True,True,5
3,28.3,35.0,1.5,14.5,10.0,6,31.0,8,13,16,20.0,50,79,1015.8,1005.6,1.0,3.0,29.5,28.7,True,True,5
8,19.7,27.7,1.5,6.3,6.7,4,38.0,2,2,18,6.0,63,59,1005.8,1024.3,3.0,2.0,22.1,21.2,True,True,10
2,11.0,17.7,1.5,2.5,7.8,4,35.0,14,14,17,17.0,92,50,1006.1,1021.3,8.0,8.0,17.3,13.1,True,True,6
1,15.3,23.4,1.5,5.4,4.6,10,24.0,7,3,12,17.0,55,61,1023.5,1009.6,3.0,1.0,22.3,15.4,True,True,5
1,14.3,29.3,1.5,1.5,2.8,10,38.0,5,10,13,20.0,77,37,1020.9,1007.4,0.0,4.0,21.2,17.7,True,True,4
4,27.1,36.4,1.5,7.6,6.6,5,36.0,7,10,10,11.0,52,43,1014.1,1024.3,7.0,0.0,30.9,27.4,True,True,7
4,14.9,29.8,1.5,13.3,4.9,15,32.0,0,0,14,8.0,53,70,1010.5,1010.8,0.0,0.0,22.8,20.3,True,True,2
3,15.1,21.6,1.5,0.7,1.4,0,48.0,5,3,5,19.0,64,56,1024.1,1018.7,3.0,3.0,18.7,15.8,True,True,1
10,16.2,21.4,1.5,8.2,8.3,10,29.0,3,14,6,15.0,99,52,1019.9,1007.9,8.0,7.0,18.6,18.9,True,True,10
10,11.3,26.2,1.5,0.4,1.7,1,49.0,2,6,16,15.0,79,36,1021.5,1021.7,2.0,3.0,13.6,21.8,True,True,2
3,21.8,32.3,1.5,10.7,1.0,13,33.0,5,1,13,8.0,87,76,1021.1,1024.5,2.0,3.0,24.3,24.9,True,True,9
3,25.6,31.3,1.5,13.8,1.4,9,27.0,5,12,5,18.0,96,35,1006.9,1015.9,0.0,4.0,29.4,31.0,True,True,4
9,13.1,21.2,1.5,2.3,3.3,2,50.0,14,7,16,9.0,70,47,1024.4,1005.5,2.0,3.0,13.7,14.8,True,True,9
